finish_timestamp,start_timestamp,predicted_state,invalid,p_drilling,p_in_slips,p_off_bottom,p_reaming,p_shut_in,p_trip_in_slips
1247009827.0,1247009779.0,drilling,false,1,0,0,0,0,0
1247009830.0,1247009782.0,drilling,false,1,0,0,0,0,0
1247009833.0,1247009785.0,drilling,false,1,0,0,0,0,0
1247009836.0,1247009788.0,drilling,false,1,0,0,0,0,0
1247009839.0,1247009791.0,drilling,false,1,0,0,0,0,0
1247009842.0,1247009794.0,drilling,false,1,0,0,0,0,0
1247009845.0,1247009797.0,drilling,false,1,0,0,0,0,0
1247009848.0,1247009800.0,drilling,false,1,0,0,0,0,0
1247009851.0,1247009803.0,drilling,false,1,0,0,0,0,0
1247009854.0,1247009806.0,drilling,false,1,0,0,0,0,0
1247009857.0,1247009812.0,drilling,false,1,0,0,0,0,0
1247009860.0,1247009815.0,drilling,false,1,0,0,0,0,0
1247009863.0,1247009818.0,drilling,false,1,0,0,0,0,0
1247009866.0,1247009821.0,drilling,false,1,0,0,0,0,0
1247009869.0,1247009824.0,drilling,false,1,0,0,0,0,0
1247009872.0,1247009827.0,drilling,false,1,0,0,0,0,0
1247009875.0,1247009830.0,drilling,false,1,0,0,0,0,0
1247009878.0,1247009833.0,drilling,false,1,0,0,0,0,0
1247009881.0,1247009836.0,drilling,false,1,0,0,0,0,0
1247009884.0,1247009839.0,drilling,false,1,0,0,0,0,0
1247009887.0,1247009842.0,drilling,false,1,0,0,0,0,0
1247009890.0,1247009845.0,drilling,false,1,0,0,0,0,0
1247009893.0,1247009848.0,drilling,false,1,0,0,0,0,0
1247009896.0,1247009851.0,drilling,false,1,0,0,0,0,0
1247009899.0,1247009854.0,drilling,false,1,0,0,0,0,0
1247009902.0,1247009857.0,drilling,false,1,0,0,0,0,0
1247009905.0,1247009860.0,drilling,false,1,0,0,0,0,0
1247009908.0,1247009863.0,drilling,false,1,0,0,0,0,0
1247009911.0,1247009866.0,drilling,false,1,0,0,0,0,0
1247009914.0,1247009869.0,drilling,false,1,0,0,0,0,0
1247009917.0,1247009872.0,drilling,false,1,0,0,0,0,0
1247009920.0,1247009875.0,drilling,false,1,0,0,0,0,0
1247009923.0,1247009878.0,drilling,false,1,0,0,0,0,0
1247009926.0,1247009881.0,drilling,false,1,0,0,0,0,0
1247009929.0,1247009884.0,drilling,false,1,0,0,0,0,0
1247009938.0,1247009887.0,drilling,false,1,0,0,0,0,0
1247009941.0,1247009890.0,drilling,false,1,0,0,0,0,0
1247009944.0,1247009893.0,drilling,false,1,0,0,0,0,0
1247009947.0,1247009896.0,drilling,false,1,0,0,0,0,0
1247009950.0,1247009899.0,drilling,false,1,0,0,0,0,0
1247009953.0,1247009902.0,drilling,false,1,0,0,0,0,0
1247009956.0,1247009905.0,drilling,false,1,0,0,0,0,0
1247009959.0,1247009908.0,drilling,false,1,0,0,0,0,0
1247009962.0,1247009911.0,drilling,false,1,0,0,0,0,0
1247009965.0,1247009914.0,drilling,false,1,0,0,0,0,0
1247009968.0,1247009917.0,drilling,false,1,0,0,0,0,0
1247009971.0,1247009920.0,drilling,false,1,0,0,0,0,0
1247009974.0,1247009923.0,drilling,false,1,0,0,0,0,0
1247009977.0,1247009926.0,drilling,false,1,0,0,0,0,0
1247009980.0,1247009929.0,drilling,false,1,0,0,0,0,0
1247009983.0,1247009938.0,drilling,false,1,0,0,0,0,0
1247009986.0,1247009941.0,drilling,false,1,0,0,0,0,0
1247009989.0,1247009944.0,drilling,false,1,0,0,0,0,0
1247009992.0,1247009947.0,drilling,false,1,0,0,0,0,0
1247009995.0,1247009950.0,drilling,false,1,0,0,0,0,0
1247009998.0,1247009953.0,drilling,false,1,0,0,0,0,0
1247010001.0,1247009956.0,drilling,false,1,0,0,0,0,0
1247010004.0,1247009959.0,drilling,false,1,0,0,0,0,0
1247010007.0,1247009962.0,drilling,false,1,0,0,0,0,0
1247010010.0,1247009965.0,drilling,false,1,0,0,0,0,0
1247010013.0,1247009968.0,drilling,false,1,0,0,0,0,0
1247010016.0,1247009971.0,drilling,false,1,0,0,0,0,0
